sample_index,acf_peak_lag,acf_peak_score,psd_peak_hz,psd_peak_power,mean,std,abs_max,real_reference_acf_lag_median,expected_period,acf_lag_distance,psd_peak_hz_distance,std_ratio_to_real_median,amp_ratio_to_real_absmax_q95,quality_score,quality_label
58,112.0,0.2336439242560256,1.6666666666666665,0.12301684318829983,-1.197229220245941,0.43136810729215197,1.990062806347681,115.0,58,3.0,0.0,0.9839539428659372,0.5188408304517677,0.06790032698690618,good
39,56.0,0.5549051001909409,1.6666666666666665,0.13365373167580097,0.2647332126507523,0.4711175828588868,1.2629524910992505,115.0,58,2.0,0.0,1.074622799811017,0.32927167786511674,0.10645247472942886,good
7,119.0,0.5403886955819084,1.6666666666666665,0.16437150890384225,0.6251238655406812,0.36660380091793116,1.369165292969965,115.0,58,4.0,0.0,0.8362260660557651,0.35696303421398906,0.2478218057517722,good
0,57.0,0.6376774741113511,1.6666666666666665,0.37602306136550634,-0.6174196225544981,0.613084488577139,1.4320901447295589,115.0,58,1.0,0.0,1.3984503945648967,0.37336853771813233,0.35260614188342354,good
65,118.0,0.5140340656766698,1.6666666666666665,0.6292432029311255,0.32444436727765863,0.6616752511812386,1.4820952221189243,115.0,58,3.0,0.0,1.5092862946765049,0.38640565182164094,0.46336102449033395,good
19,65.0,0.4132003039630817,1.6666666666666665,0.4131315500702537,-0.2749787180908576,0.6217785989674268,1.8250591547365442,115.0,58,7.0,0.0,1.4182817266768963,0.47582177027114164,0.47013574244598133,good
43,55.0,0.39185416805136103,1.6666666666666665,0.5586189815167095,-1.027647903863431,0.7347216287075994,2.601301614108218,115.0,58,3.0,0.0,1.6759056389537543,0.6782004494604046,0.5680778370657038,borderline
36,68.0,0.3554424359683117,1.3333333333333333,0.2398969002259657,0.3735086062139098,0.4766600401769363,1.3907623296916627,115.0,58,10.0,0.33333333333333326,1.0872651872269403,0.36259372307076343,0.5894126673121303,borderline
54,65.0,0.41752845330496485,1.3333333333333333,0.2626557782874065,-0.4629971854878651,0.509453242543778,1.352368239580551,115.0,58,7.0,0.33333333333333326,1.1620667319461495,0.3525837768850706,0.6042230738115976,good
56,57.0,0.5169493937321409,1.6666666666666665,0.44250050591225865,1.1774609656578097,0.818334210607949,2.125576180508113,115.0,58,1.0,0.0,1.866626575998668,0.5541713091494515,0.6413742110091308,borderline
41,120.0,0.52427717593789,1.6666666666666665,0.07195094025200932,0.01765977292926175,0.24858584346592955,0.5644792869592287,115.0,58,5.0,0.0,0.5670262049607163,0.14716867281000784,0.6535566560121417,good
