sample_index,acf_peak_lag,acf_peak_score,psd_peak_hz,psd_peak_power,mean,std,abs_max,real_reference_acf_lag_median,expected_period,acf_lag_distance,psd_peak_hz_distance,std_ratio_to_real_median,amp_ratio_to_real_absmax_q95,quality_score,quality_label
22,82.0,0.902855821452045,1.3333333333333333,1.049371761266679,0.3305420142029025,0.8844145724313871,1.7393764175275355,82.0,82,0.0,0.0,1.0438149955429499,0.4464327938307917,0.042882266423032944,good
17,81.0,0.8606904005922439,1.3333333333333333,0.8860757666082112,-0.3479708704557596,0.773034102418718,1.2753867196972413,82.0,82,1.0,0.0,0.9123601230952604,0.32734401291841975,0.1039156169854046,good
26,81.0,0.9187163574335082,1.3333333333333333,1.7614476414552913,1.0895350844012368,1.0054508503198527,2.242693359658522,82.0,82,1.0,0.0,1.186665968155667,0.575615405710345,0.18334278951401084,good
40,81.0,0.9149451592066685,1.3333333333333333,0.8305058749365891,0.6402803390088654,0.6999028169488449,1.423833256496251,82.0,82,1.0,0.0,0.8260481888550454,0.36544468019772547,0.20329728909587644,good
10,70.0,0.4107561684328729,1.3333333333333333,1.010528406885713,0.7420456005033126,0.9081921473051604,2.5410441609651566,82.0,82,12.0,0.0,1.0718780668497214,0.6521908843858041,0.2157537759836149,borderline
74,81.0,0.6883244769852692,1.3333333333333333,1.5088008973314635,-0.39775262863211513,1.0508766685014062,2.0217826161521972,82.0,82,1.0,0.0,1.24027900403358,0.5189158900580897,0.22753147951161665,good
27,79.0,0.5535861313989996,1.3333333333333333,1.5278717132123583,-0.9307495854075101,1.0930777286440039,2.510611204206532,82.0,82,3.0,0.0,1.2900860750359868,0.6443798839759003,0.29129430683533486,good
37,81.0,0.7089674361626535,1.3333333333333333,0.5122139186455926,0.05873720872161215,0.6117413830878723,1.4494008017125206,82.0,82,1.0,0.0,0.7219971820521351,0.37200691165451344,0.337929165023029,good
75,78.0,0.3943632275031803,1.3333333333333333,0.3078963512208117,0.19992790851226244,0.6305198313547271,1.7207223892901842,82.0,82,4.0,0.0,0.7441601206840529,0.44164500329949496,0.3442795391363691,good
12,82.0,0.7016215881003023,1.3333333333333333,0.38226943394467633,0.8499342952553661,0.5989699051774324,1.7622422822332835,82.0,82,0.0,0.0,0.7069238662410743,0.4523016050674385,0.34683230454027003,good
13,80.0,0.7160809563800455,1.3333333333333333,2.2408127782708873,-0.8150456718568464,1.2420957682367175,2.586516588001767,82.0,82,2.0,0.0,1.4659620377145133,0.6638619536492801,0.40690195188462414,good
15,82.0,0.8836189636432461,1.3333333333333333,2.7146376256203997,0.9431669380304919,1.300607458286841,2.642793017568581,82.0,82,0.0,0.0,1.5350194474324184,0.6783060057964554,0.42854305029598544,good
29,82.0,0.956104924348066,1.3333333333333333,2.539678131100789,0.9298419950231641,1.301830028611896,2.394470159661247,82.0,82,0.0,0.0,1.5364623649036784,0.614570826849278,0.42948260824590506,good
