sample_index,acf_peak_lag,acf_peak_score,psd_peak_hz,psd_peak_power,mean,std,abs_max,real_reference_acf_lag_median,expected_period,acf_lag_distance,psd_peak_hz_distance,std_ratio_to_real_median,amp_ratio_to_real_absmax_q95,quality_score,quality_label
15,82.0,0.8730557489737112,1.3333333333333333,1.1092368877157393,0.6141846865337015,0.847334847684257,1.7633137108574457,82.0,82,0.0,0.0,1.0000522920234283,0.4525766006746314,5.229065624807309e-05,good
1,81.0,0.885275010167421,1.3333333333333333,1.3528182101972284,0.7421527411971024,0.876791431155788,1.88685572230426,82.0,82,1.0,0.0,1.0348179149603252,0.4842852088688688,0.04642060561691584,good
26,81.0,0.9103927049516993,1.3333333333333333,1.3433619734021542,1.000517263554039,0.8797852095706217,2.0204057889554057,82.0,82,1.0,0.0,1.0383512701312438,0.5185625100732331,0.04982925997805124,good
60,81.0,0.7934957707155367,1.3333333333333333,1.1077529501460754,0.5237395528532647,0.891138725614593,1.6774393821431797,82.0,82,1.0,0.0,1.0517510609852714,0.43053587613684074,0.06265157422006569,good
42,82.0,0.6450086107803029,1.3333333333333333,0.5348849503461024,0.20075863673645572,0.7920967154479568,1.8908100758163844,82.0,82,0.0,0.0,0.9348584422709042,0.48530014334102967,0.06736015979612532,good
22,82.0,0.8952405586354488,1.3333333333333333,0.9778205941799636,0.3074843965996519,0.7918911039298346,1.476051160172517,82.0,82,0.0,0.0,0.9346157728344631,0.37884706072402896,0.06761977229662769,good
27,79.0,0.5769415922722343,1.3333333333333333,0.8578849426782511,-0.6659643529748536,0.8167106897814205,1.8451267006315746,82.0,82,3.0,0.0,0.963908659567241,0.47357493158705805,0.0733441062007201,good
2,81.0,0.92264734442349,1.3333333333333333,0.7975380128124864,-0.23541678225474058,0.9025063433475741,1.8926373640245144,82.0,82,1.0,0.0,1.0651674951137424,0.4857691397995703,0.07532718115386933,good
30,79.0,0.5521802538727992,1.3333333333333333,0.9634249443467959,-0.1813321644854086,0.8899976748047476,1.9800379059464024,82.0,82,3.0,0.0,1.050404355511255,0.5082015861173013,0.08576055637783916,good
9,80.0,0.642339289017183,1.3333333333333333,0.635659737289231,0.2351324114600797,0.7887585090797352,1.9975801544210114,82.0,82,2.0,0.0,0.9309185819678482,0.5127040244151171,0.09597370166814695,good
59,82.0,0.77988113785345,1.3333333333333333,1.1715915630962734,-0.11609420121535578,0.9357748952487009,2.1940789139926236,82.0,82,0.0,0.0,1.1044321278288363,0.5631378979205058,0.09933129140484198,good
13,79.0,0.6288726613641203,1.3333333333333333,0.9021812092848307,-0.4867298485803414,0.7951468327687747,1.7371631408787298,82.0,82,3.0,0.0,0.938458290460744,0.4458647285932215,0.1001022325664267,good
4,81.0,0.6822452570365444,1.3333333333333333,0.9504185646132275,0.46803632258196104,0.9623588004240784,2.6023793824807653,82.0,82,1.0,0.0,1.1358073219144171,0.6679333389951211,0.1395388168737784,good
29,82.0,0.9645738370172675,1.3333333333333333,1.3984695334992385,0.711035350383613,0.9949412500434356,1.8630874845656553,82.0,82,0.0,0.0,1.1742621942835019,0.4781847922648753,0.16064003061322382,good
58,77.0,0.4255069154777742,1.3333333333333333,0.9749237204801534,-0.30329899434124413,0.9363560793396266,2.5361920734829866,82.0,82,5.0,0.0,1.1051180602955655,0.6509455352200061,0.16092778091506416,good
71,82.0,0.8840681059099069,1.3333333333333333,0.5786507066617605,-0.8833132410333341,0.7142189135304015,1.892518528623854,82.0,82,0.0,0.0,0.842944514125205,0.48573863920212157,0.17085414268953736,good
24,75.0,0.41686119666445787,1.3333333333333333,0.9409603177937355,-0.2970988588206876,0.9319383901849334,2.5592155672011065,82.0,82,7.0,0.0,1.0999041591127308,0.6568548039215655,0.1805889015876542,good
10,69.0,0.39866358141829095,1.3333333333333333,0.7640780911229246,0.6780219698007083,0.8161271569538692,2.3312845515582374,82.0,82,13.0,0.0,0.963219955044751,0.5983534472924015,0.19601007256124447,borderline
40,81.0,0.9149451592066685,1.3333333333333333,0.8305058749365891,0.6402803390088654,0.6999028169488449,1.423833256496251,82.0,82,1.0,0.0,0.8260481888550454,0.36544468019772547,0.20329728909587644,good
68,80.0,0.6754525234980844,1.3333333333333333,1.7603012758583294,1.3308155021941586,1.0355755517726644,2.6524251192115287,82.0,82,2.0,0.0,1.2222201257791143,0.6807782056053017,0.22505922409148535,good
11,68.0,0.3983553612433163,1.3333333333333333,0.8931310952736006,0.19195137454753353,0.9020119423754236,1.956840759564122,82.0,82,14.0,0.0,1.0645839869212859,0.5022477472794356,0.2333158075564553,borderline
5,82.0,0.8986787584881405,1.3333333333333333,1.653847984997632,0.6983648867293725,1.1350123849836915,2.3467596302593994,82.0,82,0.0,0.0,1.339578727559758,0.6023253205164455,0.2923551821162166,good
12,82.0,0.7016215881003023,1.3333333333333333,0.38226943394467633,0.8499342952553661,0.5989699051774324,1.7622422822332835,82.0,82,0.0,0.0,0.7069238662410743,0.4523016050674385,0.34683230454027003,good
70,82.0,0.9397628873614222,1.3333333333333333,1.5969386077302492,0.2840841462212562,1.2449670972774762,2.3556373090496048,82.0,82,0.0,0.0,1.4693508741304968,0.6046038882290499,0.38482072104035114,good
33,79.0,0.6527959200540242,1.3333333333333333,0.5389113884079362,-1.1101224812715005,0.5939764311152805,2.0088362575666743,82.0,82,3.0,0.0,0.7010304048843718,0.5155930445974816,0.3917893851549766,good
50,81.0,0.7775753337546002,1.0,0.7615923822958884,-0.12483126544639096,0.8085965852371848,1.8268550534412293,82.0,82,1.0,0.33333333333333326,0.9543321280822474,0.468885283951918,0.39227198076212666,good
75,78.0,0.4069072270876472,1.3333333333333333,0.2987359156619088,0.2747214774984626,0.5994332637629182,1.600178202609739,82.0,82,4.0,0.0,0.7074707371938153,0.41070582446648096,0.3948394989818045,good
17,81.0,0.8390974367426266,1.3333333333333333,0.4494913826148215,-0.20213154692748883,0.5655349316966204,0.9911607508836665,82.0,82,1.0,0.0,0.667462817336252,0.25439384982659496,0.41646671657566325,good
43,82.0,0.7559251358953888,1.0,0.9535417551496079,0.0885105053486259,0.9335943879473545,2.0683287889597164,82.0,82,0.0,0.33333333333333326,1.1018586218170807,0.5308625496535609,0.4303317434718913,good
37,81.0,0.682111791160031,1.3333333333333333,0.4051948912625687,0.10068661207142339,0.5544918750234492,1.3683160548642532,82.0,82,1.0,0.0,0.654429440782542,0.3511954934314298,0.4361866276859156,good
28,82.0,0.7095160893333003,1.3333333333333333,0.2824093632028299,0.2608520257674824,0.5410496825801618,1.3823469878675565,82.0,82,0.0,0.0,0.6385645257498738,0.3547967085321963,0.44853255027593175,good
19,81.0,0.7163641478085928,1.3333333333333333,0.36328746845484233,-0.06495952748566182,0.5144119875689203,1.105386486705749,82.0,82,1.0,0.0,0.6071258471412728,0.28371131892446666,0.5112143049358737,good
74,72.0,0.3916427961438367,1.3333333333333333,0.31852797939382416,-0.04207332468672944,0.5712512221196056,1.298713897794054,82.0,82,10.0,0.0,0.674209370195492,0.33333122602824894,0.5161657975478604,borderline
0,80.0,0.6895472105067251,1.3333333333333333,0.39035486625595356,-0.38124320085173,0.48503711832468394,1.1266139151729209,82.0,82,2.0,0.0,0.5724566660071888,0.2891596049314216,0.5822084828848704,good
69,82.0,0.9317656929255277,1.3333333333333333,0.3126356180868138,-0.9085652874208399,0.42596244058764715,1.5136138998950723,82.0,82,0.0,0.0,0.5027347998135264,0.388488009439498,0.6876924848719118,borderline
55,81.0,0.46588047271071503,1.0,0.3267652066362697,-0.05094536418678189,0.5902669326047827,1.3069312045880153,82.0,82,1.0,0.33333333333333326,0.6966523334550905,0.33544030097765376,0.7069972521754986,good
7,83.0,0.3069129571689645,1.0,0.20251835005519692,0.21077595981856082,0.5172262118754043,1.2005988919959976,82.0,82,1.0,0.33333333333333326,0.610447286682747,0.30814877804645247,0.8390917889438364,good
66,65.0,0.34558161325597525,1.6666666666666665,0.3587834356130762,0.6456143526703073,0.6130569575768161,1.8475543470184033,82.0,82,17.0,0.33333333333333326,0.7235498660785167,0.4741980175091069,0.8642362183916836,borderline
73,118.0,0.7056301788087196,1.6666666666666665,0.9985305416548661,0.6076225336834038,0.7655395835660025,2.147330576411918,82.0,82,36.0,0.33333333333333326,0.9035148469016112,0.5511393501980034,0.8738204600095183,borderline
46,58.0,0.8466189973433397,1.6666666666666665,0.6966171692208315,0.5662248756784211,0.6531447722458262,1.450743945011152,82.0,82,24.0,0.33333333333333326,0.7708628156775077,0.3723516462440368,0.8862611117922645,borderline
76,82.0,0.8264463374695246,1.0,0.25516731988667873,0.06741987650473988,0.46989648381893445,1.0166379815778437,82.0,82,0.0,0.33333333333333326,0.5545871941194872,0.26093290092747207,0.9228645697006171,good
51,53.0,0.47358986533855885,1.6666666666666665,0.20360951984202327,0.02316043971839579,0.6226211399446775,1.612252602399238,82.0,82,29.0,0.33333333333333326,0.7348378268232564,0.4138048707554483,0.9950973178113014,borderline
34,57.0,0.784541714684379,1.6666666666666665,0.4365849528572567,0.4681092678586533,0.577185775717212,1.1930838880865386,82.0,82,25.0,0.33333333333333326,0.6812135243898367,0.30621995794912243,1.0220908587319943,borderline
35,119.0,0.7922161074173389,1.6666666666666665,0.804707870634118,0.7821886501746979,0.6483419640285148,2.157260088625282,82.0,82,37.0,0.33333333333333326,0.7651943843849699,0.5536878841634635,1.0521782257260366,borderline
47,82.0,0.8434769960417272,2.333333333333333,0.8516141705763066,0.2329163512172807,0.892904383213097,1.7574588939254059,82.0,82,0.0,0.9999999999999998,1.0538349478136464,0.45107388840717766,1.0524358418545032,bad
3,82.0,0.9570114481705215,1.3333333333333333,0.08950928522380273,0.10765413173523716,0.29493985125111816,0.504524864384965,82.0,82,0.0,0.0,0.3480976559135204,0.1294926402903905,1.0552722181330636,borderline
63,121.0,0.634125099401164,1.6666666666666665,0.6210832965348984,-0.4179631882839961,0.6621857727760947,1.921153745331157,82.0,82,39.0,0.33333333333333326,0.7815333001113653,0.49308822705887945,1.0554406089521164,borderline
20,121.0,0.5981169167042392,1.6666666666666665,0.49305219546404083,0.06417734581356838,0.6501681137172769,1.5783252686159635,82.0,82,39.0,0.33333333333333326,0.7673496659561403,0.4050969946134761,1.0737557831134006,borderline
14,62.0,0.5410348581751795,1.6666666666666665,0.3732162547418538,0.13393423833106521,0.5152139532631539,1.1013885307571627,82.0,82,20.0,0.33333333333333326,0.6080723532749865,0.28268519333959935,1.074697174356864,borderline
16,73.0,0.2449955448495421,1.6666666666666665,0.13654260440592683,-0.538919259049189,0.4489841841528403,1.5489418065608218,82.0,82,9.0,0.33333333333333326,0.5299058142969602,0.39755536019466275,1.0781454279960312,borderline
61,82.0,0.9075084324432242,2.333333333333333,0.708912274134098,0.10694070127929675,0.780387329803901,1.6191721016808995,82.0,82,0.0,0.9999999999999998,0.9210386424792075,0.4155808471140408,1.082253286517745,bad
65,78.0,0.27958267328699554,1.3333333333333333,0.08694920361295522,-0.2113277239952782,0.29924477770379826,0.7876680350568601,82.0,82,4.0,0.0,0.35317847086850646,0.20216488964561768,1.089562254420939,borderline
