label,requested_amp,composite,latent_l2,latent_maxabs,realized_max,realized_min,realized_std,realized_absmax
walking,0,walking|a0,8.569961382643449,5.1306,1.1428753105595437,-7.723229747954768,2.117136435720865,7.723229747954768
walking,0,walking|a0,16.86362850041473,16.511,10.58858212906641,-10.909258844862777,5.611056433550992,10.909258844862777
walking,0,walking|a0,7.412210693173799,5.4503,4.847679780161391,-5.430328740398822,3.0204727488480536,5.430328740398822
walking,0,walking|a0,3.6394456679554925,3.192,2.723719978127684,-1.806193655089356,1.1247205888153016,2.723719978127684
walking,0,walking|a0,3.99333730856786,3.5757,1.2955062498055805,-3.151108301899158,1.2519060032790366,3.151108301899158
walking,0,walking|a0,4.356528079790144,4.1528,1.742075002144889,-2.6654620644792497,1.1311535097928882,2.6654620644792497
walking,0,walking|a0,20.276447696280528,20.2233,12.006297152542157,-8.80276072405576,5.00784100129414,12.006297152542157
walking,0,walking|a0,5.112943165144709,4.5531,3.867804177020427,-3.6829858642359863,1.9131156983994808,3.867804177020427
walking,0,walking|a0,1.8095634363016952,1.7933,1.401161704094424,-1.0172247205332725,0.7937993402739656,1.401161704094424
walking,0,walking|a0,330.31429505243943,265.2682,256.852279661926,-220.64641083443811,111.86380462105633,256.852279661926
walking,0,walking|a0,8.800085127297406,6.11349,0.9080742313004756,-8.360664886422576,2.2798850195698215,8.360664886422576
walking,0,walking|a0,4.803653685477337,2.9614,0.10364426050738634,-3.886972219348966,1.093879617288964,3.886972219348966
walking,0,walking|a0,4.687922092996001,4.0263,3.477142863065347,-3.043756034875407,1.4737650175017918,3.477142863065347
walking,0,walking|a0,2.7980450550339606,2.0962,1.7346971115417922,-2.1585444860562957,1.0879266498198887,2.1585444860562957
walking,0,walking|a0,5.649886861699091,5.1695,4.488349012379353,-2.1890600183816433,1.6988661055856835,4.488349012379353
walking,0,walking|a0,3080.69593179447,2816.0853,-387.3679750266665,-2623.9000203126616,611.3795785576326,2623.9000203126616
walking,0,walking|a0,5.874351841692835,5.3174,4.952322465521387,-3.121450200778044,2.4369328100036154,4.952322465521387
walking,0,walking|a0,3.0625833501147364,2.2989,1.2078749470111316,-2.3054203524603216,0.8453097768324308,2.3054203524603216
