label,requested_amp,composite,latent_l2,latent_maxabs,realized_max,realized_min,realized_std,realized_absmax
walking,0,walking|a0,4.406917067520104,3.0967,2.286194439771816,-3.1505735429696387,1.2873842641740663,3.1505735429696387
walking,0,walking|a0,9.407912846641384,6.2347,8.317026765208288,-2.9105309410806277,3.3238278178751637,8.317026765208288
walking,0,walking|a0,2.84505835434003,2.4585,2.5224424355511927,0.24725701931004931,0.6685442489658119,2.5224424355511927
walking,0,walking|a0,13.10487882393424,9.7077,9.709841114513614,-4.328615827724507,3.426546571961997,9.709841114513614
walking,0,walking|a0,1106.9807273263614,1106.8615,845.0763815354056,-130.6395836989326,211.68914612650832,845.0763815354056
walking,0,walking|a0,3.0873812783004304,2.5211,0.90232450359248,-2.3106830898324033,0.8374863552557366,2.3106830898324033
walking,0,walking|a0,1.1508486173254935,0.9728,0.9778320175361283,-0.4803855435163716,0.3327640728578406,0.9778320175361283
walking,0,walking|a0,4.974054138199142,3.6227,3.3664466405827747,-3.413044180119792,1.5461372240485798,3.413044180119792
walking,0,walking|a0,3.6505193094683115,2.247,0.5361160430562111,-3.394640103656579,1.1611475562824487,3.394640103656579
walking,0,walking|a0,361.2448402656985,361.2429,40.00628626659739,-276.89396151515587,68.19872530592717,276.89396151515587
walking,0,walking|a0,2.0085756346227046,1.4287,1.5677458658985772,-1.2988516254292122,0.8060802102891313,1.5677458658985772
walking,0,walking|a0,1.7461494552299928,1.0806,1.4188177979087844,-0.583039372903595,0.5213821941663593,1.4188177979087844
walking,0,walking|a0,166.56156432772838,163.7142,106.71960395412201,-77.06377377213494,44.87529795927518,106.71960395412201
walking,0,walking|a0,4.261618971705472,4.0822,3.5102931747122548,-2.2410954023357443,1.6881894820605696,3.5102931747122548
walking,0,walking|a0,7.55356251380764,6.62,4.201513737093324,-5.149979020376792,2.236197285948308,5.149979020376792
walking,0,walking|a0,8.879664013914041,6.0,5.237296714408841,-7.598505681955805,3.416132556594338,7.598505681955805
walking,0,walking|a0,842.625441847693,840.2687,646.3324673619321,-514.1705317032221,363.7762711833814,646.3324673619321
walking,0,walking|a0,11.40842245185547,9.4853,3.359628709704814,-10.501648054643217,3.9806699255473568,10.501648054643217
walking,0,walking|a0,4.364276455496375,3.5493,3.4613343180780864,-1.7226121424173058,1.209175774559939,3.4613343180780864
walking,0,walking|a0,50.108226036150995,50.0707,30.54375143568756,-30.236325209689145,15.03931928974028,30.54375143568756
walking,0,walking|a0,1.2489885427817182,1.1106,0.9350573190120307,-0.3100040435243606,0.31846720227775044,0.9350573190120307
walking,0,walking|a0,3.790918237050227,2.9645,3.363465518737198,-0.6614620957923462,1.103355572159421,3.363465518737198
walking,0,walking|a0,89.94960795823404,88.1011,68.31311583299595,-54.453674301563254,39.573722284186076,68.31311583299595
walking,0,walking|a0,6.202962172220624,5.1989,5.062342193995032,-0.363866245986781,1.3346200705874973,5.062342193995032
walking,0,walking|a0,11.438850273956731,7.3053,8.356301374881683,-8.557052494282399,4.098561150512263,8.557052494282399
walking,0,walking|a0,16.55065114580088,16.0938,13.18026331025222,-0.19212084257625642,2.6737918350952783,13.18026331025222
walking,0,walking|a0,6.259419562547313,5.9881,4.538394326374824,-4.3783786890870555,2.128386074021008,4.538394326374824
walking,0,walking|a0,4.2267325418105175,3.178,3.177411111387608,-0.18301075171609105,0.770419740388674,3.177411111387608
walking,0,walking|a0,15.239163269353078,13.8442,9.509129013528012,-8.409243628510925,4.659603663658388,9.509129013528012
walking,0,walking|a0,8.505136136476594,8.0076,6.357683672789284,-6.206579022164925,3.40635972113463,6.357683672789284
walking,0,walking|a0,8.025182438424686,6.1692,0.11028367811398244,-6.563315364096904,1.4463903946952665,6.563315364096904
walking,0,walking|a0,2.619278812955963,2.4396,1.3944441048349436,-2.112480894956079,1.0110446191868432,2.112480894956079
walking,0,walking|a0,4.656947331675547,4.6459,3.6190749204837944,-0.38659409581189735,0.8693372121735651,3.6190749204837944
walking,0,walking|a0,4.9282930270023515,3.8994,3.9209035404000376,0.03575821239924984,1.0455036147165282,3.9209035404000376
walking,0,walking|a0,3.096570486845084,2.8309,1.9286147244237524,-1.8990055096936516,0.9389302705575006,1.9286147244237524
walking,0,walking|a0,3.6648035887889003,2.6966,0.47193388691755084,-3.290566598958722,0.9013106758396032,3.290566598958722
walking,0,walking|a0,65.82278145421994,65.3976,34.423659807547594,-45.531615544806456,20.925618471592053,45.531615544806456
walking,0,walking|a0,2.8971752570391733,2.7371,2.0539855950849524,-1.9581506184200193,1.1981847916802764,2.0539855950849524
walking,0,walking|a0,7.7927456393751235,5.0371,7.122352591610739,-1.8331883511404579,2.231039974760296,7.122352591610739
walking,0,walking|a0,2.7752984596255588,1.9857,2.5795278078782995,-0.23047203943354044,0.7479904926381121,2.5795278078782995
walking,0,walking|a0,3.4341886771113783,2.8371,2.6255275168210788,-0.7936060137416207,0.793823661452287,2.6255275168210788
walking,0,walking|a0,4.791361699976322,3.5342,-0.4054776302178344,-4.243681352348759,0.921525733507747,4.243681352348759
walking,0,walking|a0,7.858412377191718,7.0812,5.240571992323315,-4.073567841457382,2.1459155849761333,5.240571992323315
walking,0,walking|a0,3.985169655108801,3.0254,1.290477995672026,-3.0212619718744387,0.9965952505346984,3.0212619718744387
walking,0,walking|a0,9.541654618041884,6.2018,7.618970983195444,-3.0644169942457613,2.883263010138877,7.618970983195444
walking,0,walking|a0,288.58495415191004,288.56,168.8056265073619,-127.07316450126982,71.84285644796739,168.8056265073619
walking,0,walking|a0,3.042323293142923,2.1306,2.0669056074992507,-2.167985314544355,1.0759813581992521,2.167985314544355
walking,0,walking|a0,7.67755842374384,5.7249,4.714379984640469,-5.71462731199233,2.222594011493162,5.71462731199233
walking,0,walking|a0,90.31702348450152,66.3887,74.02115951045317,-65.83372100906985,38.6450774918812,74.02115951045317
walking,0,walking|a0,5.718699630160689,3.3549,2.7694209603141564,-4.256853156272929,1.8140948618247086,4.256853156272929
walking,0,walking|a0,5.794180703084777,5.17,3.928803458219344,-2.083167428015834,1.2905342935388937,3.928803458219344
walking,0,walking|a0,1.4769467492093273,1.2083,1.2557887920326143,-0.7565341351229936,0.5588897105974467,1.2557887920326143
walking,0,walking|a0,6.842828708947785,6.5616,1.8215631588869101,-5.056495594707237,1.5047779781262607,5.056495594707237
walking,0,walking|a0,3.7588896168416546,2.60162,-0.12695891470783402,-2.985513134661327,0.6086655544888321,2.985513134661327
walking,0,walking|a0,7.833441238970265,4.35862,5.300639935144995,-6.201696957500035,2.8805167890885284,6.201696957500035
walking,0,walking|a0,4.823041780868169,3.9248,2.2594030801148217,-3.5880324100675165,1.4193827207034309,3.5880324100675165
walking,0,walking|a0,3.402813678413792,2.1463,2.8154638519045907,-0.46144919685935254,0.7931536690529877,2.8154638519045907
walking,0,walking|a0,16.664235842186105,16.1076,7.8372906759779255,-9.093667956842603,4.70224916472028,9.093667956842603
walking,0,walking|a0,1105.0147103224872,1105.0,645.260076082153,-672.9571596559912,328.1980711066776,672.9571596559912
walking,0,walking|a0,5.649876633201826,5.1591,4.731562462829285,-2.7205906063117915,2.178993520714907,4.731562462829285
walking,0,walking|a0,6.427995147011235,5.0313,3.8561662801147993,-4.702773040913004,2.477158456189703,4.702773040913004
walking,0,walking|a0,4.4649324899711536,3.6233,2.371234343536654,-2.4631327278919817,1.1222779224328545,2.4631327278919817
walking,0,walking|a0,128.30264737694074,127.5874,77.74832719262498,-54.06346124833558,31.601146638049748,77.74832719262498
walking,0,walking|a0,46.72760331891633,43.6216,-2.3078268369998023,-37.11991767341944,7.912459279598312,37.11991767341944
walking,0,walking|a0,32.99202721613208,31.6995,13.657991482088434,-24.104680045093456,9.561598283445207,24.104680045093456
walking,0,walking|a0,7312.001797152207,7312.0,4285.684172222702,-4461.074559033175,2176.3197448489195,4461.074559033175
walking,0,walking|a0,5.276735038828461,4.6333,4.901824404087167,-2.461168617397482,1.789317246996908,4.901824404087167
walking,0,walking|a0,22.24248921584318,16.70887,14.401000465700125,-14.593517139033247,7.697307241116079,14.593517139033247
walking,0,walking|a0,15.887543857374556,15.038,7.540417555324277,-9.489887046074044,4.279215348963994,9.489887046074044
walking,0,walking|a0,2.4188523481395054,1.735,2.101966936902874,-0.8064472758018028,0.6581387514689045,2.101966936902874
walking,0,walking|a0,7.578385097103472,4.74,6.070285558783457,-2.8876984341670937,2.2216232780838565,6.070285558783457
walking,0,walking|a0,12.58700486499469,8.58664,9.652922002026106,-7.185855945930614,3.9302794936213545,9.652922002026106
walking,0,walking|a0,23143.324194991583,22603.0,12753.559079824745,-11803.768251249921,5988.932671079144,12753.559079824745
walking,0,walking|a0,6.683389569671964,4.7887,4.37117287480429,-4.504776815346494,1.9468789104936783,4.504776815346494
walking,0,walking|a0,1.5182732114810562,1.24035,-0.05653325977531463,-1.2171081298376887,0.2818214239955368,1.2171081298376887
walking,0,walking|a0,6.932390616518951,5.8974,4.275922408072315,-3.2355323740598925,1.6904914295350462,4.275922408072315
walking,0,walking|a0,4.215831640376546,2.8421,2.8379700283893543,-1.1512801679704951,0.9583183763233358,2.8379700283893543
walking,0,walking|a0,3.297278899335026,2.6456,2.6775403285248864,-1.6122430209273748,0.9384529614926537,2.6775403285248864
walking,0,walking|a0,3.6091101507158245,2.7324,1.5926101882343646,-3.204012404271556,1.2248177837420204,3.204012404271556
walking,0,walking|a0,43.216929318150314,39.9474,21.745838720716357,-29.6631779707445,12.809441022360224,29.6631779707445
walking,1,walking|a1,1.9676863012177526,1.748,1.5382313802189234,-1.3025659983414988,0.6983450604185288,1.5382313802189234
walking,1,walking|a1,3.254827683610916,3.225,2.255903890382307,-1.8720542119423418,1.019607719357795,2.255903890382307
walking,1,walking|a1,59.58851899962022,59.021,44.70009259329836,-36.11086771624742,26.227491125637076,44.70009259329836
walking,1,walking|a1,5.648371333641584,4.5717,4.901788447776866,-3.5365886443478285,2.1494935734571285,4.901788447776866
walking,1,walking|a1,7.029587146739131,6.0033,4.862999305715858,-4.215648351547389,2.2771089056283422,4.862999305715858
walking,1,walking|a1,6.167218711866799,5.6328,3.292263268006664,-3.1573204618370565,1.495656807761783,3.292263268006664
walking,1,walking|a1,5.882407911841884,4.1457,4.188514943063742,-4.532886974887762,2.2728148604725136,4.532886974887762
walking,1,walking|a1,4.067847948239954,3.3918,2.6448513252440664,-2.211885971780169,1.0969723352525687,2.6448513252440664
walking,1,walking|a1,6.799804414834297,5.1362,4.312618228717616,-4.029320659841728,2.1456432582507516,4.312618228717616
walking,1,walking|a1,6.6026106791177686,6.0308,4.576816871751853,-2.6354112313654143,1.5537897109342105,4.576816871751853
walking,1,walking|a1,128.26760942151375,128.0,9.176490512917516,-99.66194908255557,23.21211099069691,99.66194908255557
walking,1,walking|a1,0.9821058547834851,0.6321,0.8612692439720111,-0.5057575497335757,0.40810623760973774,0.8612692439720111
walking,1,walking|a1,3.3310555489213924,2.4491,2.5746940988535707,-2.2930547262083634,1.271655794143016,2.5746940988535707
walking,1,walking|a1,12.923319491910737,12.738,7.865089939049693,-6.120979331750485,3.458825145593543,7.865089939049693
