sample_index,acf_peak_lag,acf_peak_score,psd_peak_hz,psd_peak_power,mean,std,abs_max,real_reference_acf_lag_median,expected_period,acf_lag_distance,psd_peak_hz_distance,std_ratio_to_real_median,amp_ratio_to_real_absmax_q95,quality_score,quality_label
24,82.0,0.9840606545897738,1.3333333333333333,0.7764683693759571,-0.48929139276045597,0.8446106928517885,1.6637357435784037,82.0,82,0.0,0.0,0.9968371554201334,0.4270186652626031,0.003167856944461942,good
40,82.0,0.9847282956196234,1.3333333333333333,0.6814479010153648,-0.4567007167596643,0.8322825587033489,1.627966618653267,82.0,82,0.0,0.0,0.9822870884127236,0.4178380703020769,0.017871662628029666,good
33,82.0,0.9645817886578067,1.3333333333333333,1.1444336502404384,0.5251991819809312,0.8283731971448438,1.2681636225638844,82.0,82,0.0,0.0,0.977673132079385,0.3254901143597976,0.022579885589256464,good
0,82.0,0.9787851412278357,1.3333333333333333,0.9971382736717808,-0.5449103313894519,0.8275729067088424,1.586004038441567,82.0,82,0.0,0.0,0.9767286031402119,0.4070678472891152,0.023546451465337643,good
64,82.0,0.963236824540233,1.3333333333333333,1.248591697476299,0.538443316440191,0.8725616357746223,1.323405822739005,82.0,82,0.0,0.0,1.0298257721524549,0.33966871854979525,0.029389634683476048,good
34,82.0,0.963003709187864,1.3333333333333333,1.2481998936845238,0.5363878275159095,0.8741126938318382,1.3246985666453839,82.0,82,0.0,0.0,1.0316563815855726,0.340000517502579,0.031165648034819003,good
30,82.0,0.9619661923451074,1.3333333333333333,1.0512508098104272,0.4831995558119215,0.8109660351240376,1.2238056060654976,82.0,82,0.0,0.0,0.957128630311157,0.31410507255135667,0.04381748662287615,good
19,82.0,0.9643758789016447,1.3333333333333333,1.3669768048018076,0.5724943870031399,0.9062655945054865,1.3839037081358887,82.0,82,0.0,0.0,1.069604286244234,0.35519626033225604,0.06728875413136855,good
74,82.0,0.9617408362591757,1.3333333333333333,1.3154158734630623,0.538002284760756,0.909850338762139,1.3736118113269962,82.0,82,0.0,0.0,1.073835118624114,0.3525547158109481,0.07123646346698513,good
13,82.0,0.9630190873858454,1.3333333333333333,0.976205786281711,0.4744764993378224,0.7729270003035641,1.171421954140067,82.0,82,0.0,0.0,0.9122337176771038,0.30066015065608814,0.09185905235640567,good
15,82.0,0.9804768174613551,1.3333333333333333,0.775281578342023,-0.48427041295496137,0.7516886735518475,1.4572995991091575,82.0,82,0.0,0.0,0.887167550028218,0.3740342371685022,0.11972141932699519,good
89,82.0,0.9759053314120838,1.3333333333333333,0.882102111398381,-0.50477920462268,0.7512643068706283,1.3974231034401938,82.0,82,0.0,0.0,0.8866666985957866,0.358666182860689,0.12028612986421698,good
2,82.0,0.9715427658070245,1.3333333333333333,0.8473920979385148,0.48143961654877376,0.7142089975433408,1.243471551889374,82.0,82,0.0,0.0,0.842932810953059,0.3191525844349304,0.17086802646621793,good
46,82.0,0.9592646835298874,1.3333333333333333,1.3836511720008025,0.4992371608010516,1.0052798086895043,1.5517990008169622,82.0,82,0.0,0.0,1.1864640992310869,0.3982886949699492,0.1709775387292804,good
8,82.0,0.9610411704803592,1.3333333333333333,0.4632172950102456,-0.2133180555589345,0.7091462301515126,1.2126394880913929,82.0,82,0.0,0.0,0.8369575673430313,0.31123914819295373,0.1779819059031644,good
71,82.0,0.963842228454944,1.3333333333333333,1.7287207811986758,0.6392113686966777,1.0222857637189606,1.552550435334444,82.0,82,0.0,0.0,1.2065350833901054,0.3984815600724306,0.1877526843092457,good
70,82.0,0.983286174407187,1.3333333333333333,0.5773165257153962,-0.42182904775358093,0.7017926363389426,1.3833875313958819,82.0,82,0.0,0.0,0.8282786154895012,0.3550637770918087,0.18840568906058097,good
