sample_index,acf_peak_lag,acf_peak_score,psd_peak_hz,psd_peak_power,mean,std,abs_max,real_reference_acf_lag_median,expected_period,acf_lag_distance,psd_peak_hz_distance,std_ratio_to_real_median,amp_ratio_to_real_absmax_q95,quality_score,quality_label
19,57.0,0.5862798457594538,1.6666666666666665,0.13511537384817027,0.5628812243485402,0.4324329703068784,1.4194579390546973,115.0,58,1.0,0.0,0.9863829035244556,0.3700751220219658,0.03095203878592586,good
114,56.0,0.5568703926032238,1.6666666666666665,0.08451022724116498,0.325947319312662,0.4382928652245179,0.9640343877062666,115.0,58,2.0,0.0,0.999749368526205,0.25133900332500103,0.03473342150780137,good
92,115.0,0.3622392279207435,1.6666666666666665,0.1556306279955715,1.0342525639203117,0.45559788830023373,1.629521973544552,115.0,58,0.0,0.0,1.0392222581508535,0.42484213628660183,0.038472604688810336,good
27,117.0,0.9612878077374852,1.6666666666666665,0.3675812990685347,-0.5853047344428028,0.43661933600039987,1.2224471838676172,115.0,58,2.0,0.0,0.9959320356016431,0.31871130400418596,0.03855901969425008,good
58,57.0,0.35383433783685964,1.6666666666666665,0.16118920036706297,-0.3728369222807355,0.458333137628498,1.3830041923167251,115.0,58,1.0,0.0,1.0454613827309287,0.3605710540245744,0.06169968186328995,good
29,57.0,0.5743067564313856,1.6666666666666665,0.08643798331666229,0.40624733669888013,0.41653344125302355,0.8851953323819941,115.0,58,1.0,0.0,0.9501159564836617,0.23078441539641686,0.06841262169005877,good
91,116.0,0.6946638452330525,1.6666666666666665,0.23944572461998354,0.38121277175073603,0.41412231846623054,0.9942716534099276,115.0,58,1.0,0.0,0.9446161670168615,0.2592223364531,0.07421798577804911,good
110,119.0,0.5229864197268216,1.6666666666666665,0.2097042525985128,1.7425185567074353,0.44373218272084136,2.4904533028356397,115.0,58,4.0,0.0,1.0121564932221028,0.6493005425371693,0.08104871372274415,good
89,118.0,0.5215466053371357,1.6666666666666665,0.1974120559546424,-0.670510946701906,0.42215444637288646,1.6333778086823803,115.0,58,3.0,0.0,0.9629375120346215,0.4258474134560533,0.08949089607335582,good
34,118.0,0.8904477251714622,1.6666666666666665,0.31019880527659477,0.6079349480862472,0.45546136634471085,1.5325427561286955,115.0,58,3.0,0.0,1.038910850529025,0.3995581213599821,0.08989704321862874,good
108,55.0,0.3519183481256578,1.6666666666666665,0.03665059078348687,-1.4170957470344259,0.4185958784073776,2.1618108117561188,115.0,58,3.0,0.0,0.954820391363372,0.5636182502750595,0.09795616599098794,good
8,56.0,0.5024791066433909,1.6666666666666665,0.04171964173221984,0.1924113746627798,0.41122102056755194,0.9824953465163707,115.0,58,2.0,0.0,0.9379982843811848,0.2561520670983747,0.09848991761620131,good
121,57.0,0.5959530550742761,1.6666666666666665,0.1443376554336185,0.3699837946628544,0.4765017293491636,0.919949654088868,115.0,58,1.0,0.0,1.086904079021322,0.23984541642546278,0.10057473978507372,good
23,117.0,0.9050917608424539,1.6666666666666665,0.289214899981975,0.48032806678002754,0.40289451718805386,1.0756767008399524,115.0,58,2.0,0.0,0.91900546666461,0.2804459190841803,0.11894596677232912,good
47,119.0,0.8827553505972989,1.6666666666666665,0.23237768622304658,-1.02415222261358,0.4117168115610562,1.7765765345384996,115.0,58,4.0,0.0,0.9391291874188671,0.4631815848228255,0.13176774669268326,good
115,55.0,0.5090885390641285,1.6666666666666665,0.06011988366297382,-0.25954945895888554,0.475142724482323,1.3030456125885248,115.0,58,3.0,0.0,1.083804178554651,0.33972458838761227,0.1322013775400328,good
