sample_index,acf_peak_lag,acf_peak_score,psd_peak_hz,psd_peak_power,mean,std,abs_max,real_reference_acf_lag_median,expected_period,acf_lag_distance,psd_peak_hz_distance,std_ratio_to_real_median,amp_ratio_to_real_absmax_q95,quality_score,quality_label
46,82.0,0.9773632986111054,1.3333333333333333,1.0873595479070464,-0.5649180222801975,0.8475841288414242,1.6030821608189627,82.0,82,0.0,0.0,1.0003465017957096,0.41145116179740465,0.00034644177782619604,good
52,82.0,0.9823329795094718,1.3333333333333333,0.9026393771918811,-0.5262430981741679,0.8489338503480807,1.6674251788816148,82.0,82,0.0,0.0,1.0019394872488796,0.4279656051506417,0.0019376088718187552,good
84,82.0,0.9679702457321309,1.3333333333333333,1.2702468792977746,0.5732331649486064,0.8668700226601752,1.4168288158197555,82.0,82,0.0,0.0,1.0231083442596103,0.3636469025637876,0.022845389728759727,good
79,82.0,0.9816878874736472,1.3333333333333333,0.8781603788759359,-0.5179225588205373,0.8224198807981257,1.6086917819938356,82.0,82,0.0,0.0,0.9706468334750645,0.4128909414955741,0.029792591088710883,good
75,82.0,0.9631190723230364,1.3333333333333333,1.2659651446317075,0.541183303240394,0.8794517605991221,1.3333460570126772,82.0,82,0.0,0.0,1.037957722752504,0.3422200044666389,0.03725505438870132,good
55,82.0,0.984153573517672,1.3333333333333333,0.7151863644478301,-0.46950122476465234,0.8150784082452672,1.6048299355468447,82.0,82,0.0,0.0,0.9619821875285673,0.411899750123021,0.03875934457042566,good
19,82.0,0.9598554964467434,1.3333333333333333,0.6412173908868986,0.2826504868206358,0.7803835514601143,1.2573522295451922,82.0,82,0.0,0.0,0.9210341831543323,0.3227152346144471,0.0822581281557231,good
16,82.0,0.9682943458417468,1.3333333333333333,1.4311828382416596,0.6101878633070942,0.9203179862232239,1.51386477506353,82.0,82,0.0,0.0,1.0861893784119185,0.3885523997009898,0.08267558790380922,good
7,82.0,0.9674910829473276,1.3333333333333333,1.442371529885091,0.608203019441256,0.9237032646171857,1.4947147539873276,82.0,82,0.0,0.0,1.0901847946588383,0.3836373063808677,0.08634721825563899,good
32,82.0,0.9743805137126996,1.3333333333333333,0.9304343870215647,-0.5138315383839677,0.7613299099597337,1.3870226544026418,82.0,82,0.0,0.0,0.8985464524703836,0.3559967770471221,0.10697687407223722,good
